halId_s;docType_s;title_s;authFullName_s;producedDate_s;domain_s;journalTitle_s;conferenceTitle_s;fr_keyword_s;labStructAcronym_s
hal-02012443;ART;Incremental Sharpe and other performance ratios;Eric Benhamou,Beatrice Guez;2018;0.stat,1.stat.ot,0.qfin;Journal of Statistical and Econometric Methods;;;LAMSADE,LAMSADE
hal-02074110;COMM;Online learning of acyclic conditional preference networks from noisy data;Fabien Labernia,Bruno Zanuttini,Brice Mayag,Florian Yger,Jamal Atif;2017;0.info,1.info.info-ai,0.info,1.info.info-ds;;ICDM 2017;;LAMSADE,LAMSADE,GREYC
hal-01619969;COMM;Online learning of acyclic conditional preference networks from noisy data;Fabien Labernia,Bruno Zanuttini,Brice Mayag,Florian Yger,Jamal Atif;18/11/2017;0.info,1.info.info-ai;;17th IEEE International Conference on Data Mining (ICDM 2017);;LAMSADE,LAMSADE,GREYC,LAMSADE
hal-02010093;COMM;Training compact deep learning models for video classification using circulant matrices;Alexandre Araujo,Benjamin Negrevergne,Yann Chevaleyre,Jamal Atif;25/08/2018;0.info,0.info,1.info.info-lg,0.info,1.info.info-ne;;Computer Vision – ECCV 2018 Workshops;;LAMSADE,LAMSADE
hal-02074081;ART;Query-based learning of acyclic conditional preference networks from noisy data;Fabien Labernia,Florian Yger,Brice Mayag,Jamal Atif;2018;0.info,1.info.info-ai,0.info,1.info.info-ds;EURO journal on decision processes;;;LAMSADE,LAMSADE
hal-02344009;COMM;On a Simple Hedonic Game with Graph-Restricted Communication;Vittorio Bilò,Laurent Gourvès,Jérôme Monnot;30/09/2019;0.info,1.info.info-gt;;International Symposium on Algorithmic Game Theory SAGT 2019;;LAMSADE
hal-02344051;COMM;Extension and its price for the connected vertex cover problem;Mehdi Khosravian Ghadikolaei,Nikolaos Melissinos,Jérôme Monnot,Aris Pagourtzis;23/07/2019;0.info,0.info,1.info.info-cc,0.info,1.info.info-dm,0.info,1.info.info-ro,0.math;;Combinatorial Algorithms - 30th International Workshop, IWOCA 2019, Proceedings;;LAMSADE
halshs-02353933;COMM;L'expulsion des habitants du bois Lejuc peut-elle être une erreur ?;Juliette Rouchier;16/10/2018;0.shs,1.shs.envir,0.shs,1.shs.gestion;;RIODD;;LAMSADE
hal-01443362;COUV;Rural Road Maintenance in Madagascar: the GENIS project;Alexis Tsoukiàs,Herimandimbiniaina Ralijaona;2015;0.info,1.info.info-ro,0.spi,1.spi.gciv,2.spi.gciv.it;;;;LAMSADE
hal-02004781;ART;Recognizing Art Style Automatically with deep learning;Adrian Lecoutre,Benjamin Negrevergne,Florian Yger;2017;0.info,1.info.info-lg;Proceedings of Machine Learning Research;;;LAMSADE,LAMSADE
hal-01616212;ART;Bi-semiorders with frontiers on finite sets;Denis Bouyssou,Thierry Marchant;2015;0.info;Journal of Mathematical Psychology;;;LAMSADE
hal-02098330;ART;Residual Networks for Computer Go;Tristan Cazenave;2018;0.info;IEEE Transactions on Games;;Residual networks,Deep learning,Computer Go;LAMSADE
hal-02098463;COMM;Improved Policy Networks for Computer Go;Tristan Cazenave;2017;0.info;;15th International Conferences (ACG 2017);Distributed computing,Combinatorial game,Go game;LAMSADE
hal-02157848;COMM;Dynamic blending as a source of flexibility and efficiency in managing phosphate supply chain;Ahlam Azzamouri,Vincent Giard;2018;0.info;;ILS Conference 2018;Sequential inputs supply,Make-To-Order,Phosphate Supply Chain,Blending;LAMSADE
hal-01505524;ART;Approximate Pareto sets of minimal size for multi-objective optimization problems;Cristina Bazgan,Florian Jamain,Daniel Vanderpooten;2015;0.info;Operations Research Letters;;;LAMSADE
hal-01729327;COMM;Context factors in context-aware recommender systems;Zahra Vahidi Ferdousi,Elsa Negre,Dario Colazzo;2017;0.info;;AISR 2017 : Atelier interdisciplinaire sur les systèmes de recommandation;;LAMSADE
hal-01729057;COMM;People behaviors in crisis situations : Three modeling propositions;Maude Arru,Elsa Negre;2017;0.info;;14th International Conference on Information Systems for Crisis Response and Management (ISCRAM 2017);Behaviors,Modeling,Crisis management,Data analysis;LAMSADE
hal-02324228;COUV;What Is a Decision Problem? Designing Alternatives;Alberto Colorni,Alexis Tsoukiàs;30/05/2018;0.info,0.info,1.info.info-ro;;;;LAMSADE
hal-02301638;COMM;CBPF: Leveraging Context and Content Information for Better Recommendations;Zahra Vahidi Ferdousi,Dario Colazzo,Elsa Negre;2018;0.info;;ADMA 2018:  International Conference on Advanced Data Mining and Applications;;LAMSADE
hal-01706926;ART;A biobjective branch and bound procedure for planning spatial missions;Dalal Madakat,Jérôme Morio,D. Vanderpooten;2018;0.phys,1.phys.phys,2.phys.phys.phys-space-ph,0.info,1.info.info-hc;Aerospace Science and Technology;;FRONTIÈRE DE PARETO,VOYAGEUR DE COMMERCE,DÉBRIS SPATIAUX;LAMSADE
hal-01796303;COMM;Prediction Method based DRSA to Improve the Individual Knowledge Appropriation in a Collaborative Learning Environment: Case of MOOCs;Sarra Bouzayane,Inès Saad;04/01/2017;0.info,1.info.info-ai,0.info,1.info.info-lg;;50th Hawaii International Conference on System Sciences (HICSS);;MIS,LAMSADE
hal-01417509;COMM;Standardization\, Commonality\, Modularity: A Global Economic Perspective;Clément Chatras,Vincent Giard;2015;0.info;;IFIP International Conference on Advances in Production Management Systems (APMS);;LAMSADE
hal-02303512;COMM;On the Problem of Assigning PhD Grants;Katarína Cechlárová,Laurent Gourvès,Julien Lesca;2019;0.info;;28th International Joint Conference on Artificial Intelligence (IJCAI 2019);Economic Paradigms,Auctions and Market-Based Systems,Computational Social Choice,Resource Allocation;LAMSADE
hal-02302304;COMM;An Ordinal Banzhaf Index for Social Ranking;Hossein Khani,Stefano Moretti,Meltem Ozturk;2019;0.info,1.info.info-ma,0.info,1.info.info-ai;;28th International Joint Conference on Artificial Intelligence (IJCAI 2019);;LAMSADE
hal-01436522;COMM;Generalized Rapid Action Value Estimation;Tristan Cazenave;2015;0.info;;24th International Conference on Artificial Intelligence;;LAMSADE
hal-01347337;COMM;Early-Warning System Perception: a Study on Fire Safety;Maude Arru,Brice Mayag,Elsa Negre;2016;0.info;;13th International Conference on Information Systems for Crisis Response and Management;;LAMSADE
hal-01741519;COMM;Object Allocation via Swaps along a Social Network;Laurent Gourvès,Julien Lesca,Anaelle Wilczynski;2017;0.info;;26th International Joint Conference on Artiﬁcial Intelligence (IJCAI’17);Agent-based and Multi-agent Systems,Coordination and cooperation,Social Choice Theory;LAMSADE
hal-01292680;COMM;Knowledge and Decision for Smart Cities Initiatives - Cases of Paris and Nice;Pierre-Emmanuel Arduin,Elsa Negre,Camille Rosenthal-Sabroux;13/03/2016;0.shs,1.shs.gestion;;The second IEEE International Conference on Industrial Informatics and Computer Systems (CIICS16);;DRM,LAMSADE
hal-01266501;COMM;Recommending Competent Users from Semantic Traces Using a Bayes Classifier;Ning Wang,Marie-Hélène Abel,Jean-Paul Barthès,Elsa Negre;2015;0.info,1.info.info-si;;IEEE International Conference on Systems, Man, and Cybernetics (IEEE SMC 2015 );;Heudiasyc,LAMSADE
hal-01326876;ART;A note on the asymmetric part of an outranking relation;Denis Bouyssou,Marc Pirlot;2015;0.info;International Transactions in Operational Research;;ELECTRE TRI-B;LAMSADE
hal-02277474;COMM;Economic evaluation in decision models: a critical review and methodological propositions;Najat Bara,Frédéric Gautier,Vincent Giard,Frédéric Fontane;2019;0.info;;EurOMA 2019 (26th EurOMA Conference Operations adding value to society);Industrial management,Mathematical model,Economic model;UP1,LAMSADE
hal-02170699;COMM;Graph-based Clustering under Differential Privacy;Rafael Pinot,Anne Morvan,Florian Yger,Cédric Gouy-Pailler,Jamal Atif;2018;0.info;;Conference on Uncertainty in Artificial Intelligence (UAI 2018);Graphs;LAMSADE,LIST
hal-02170706;COMM;Training Compact Deep Learning Models for Video Classification Using Circulant Matrices;Alexandre Araújo,Benjamin Negrevergne,Yann Chevaleyre,Jamal Atif;2018;0.info;;15th European Conference on Computer Vision (ECCV 2018);Deep learning,Computer vision,Structured matrices,Circulant matrices;LAMSADE
hal-02171119;COMM;The Communication Burden of Single Transferable Vote\, in Practice;Manel Ayadi,Nahla Ben Amor,Jérôme Lang;2018;0.info;;11th International Symposium on Algorithmic Game Theory (SAGT 2018);Game theory,Voting;LARODEC,LAMSADE
hal-02178324;COMM;Population Behaviors in Crisis Situations - A Study of Behavioral Factors in the PPI Ineos Emergency Response Exercise;Maude Arru,Elsa Negre,Camille Rosenthal-Sabroux;2018;0.info;;51st Hawaii International Conference on System Sciences, HICSS 2018;Communication and Information Systems Technology for Crisis and Disaster Management,Behaviors,Crisis Management,Data Analysis,Emergency Response Exercise,Populations;LAMSADE
hal-02164682;COMM;Ordinal Social ranking: simulation for CP-majority rule;Nicolas Fayard,Meltem Ozturk Escoffier;2018;0.info;;DA2PL'2018 (From Multiple Criteria Decision Aid to Preference Learning);Social ranking;LAMSADE
hal-01501806;COMM;Conditional and Sequential Approval Voting on Combinatorial Domains;Nathanaël Barrot,Jérôme Lang;2016;0.info;;25th International Joint Conference on Artificial Intelligence (IJCAI'16);;LAMSADE
hal-02011716;COMM;How AI could help physicians during their medical consultations: An analysis of physicians' decision process to develop efficient decision support systems for medical consultations;Antoine Richard,Brice Mayag,Yves Meinard,François Talbot,Alexis Tsoukiàs;03/07/2018;0.info,1.info.info-ai,0.info,1.info.info-ro,0.sdv,1.sdv.mhep;;PFIA 2018;;LAMSADE
hal-01461579;COMM;Query-based learning of acyclic conditional preference networks from noisy data;Fabien Labernia,Florian Yger,Brice Mayag,Jamal Atif;2016;0.info,1.info.info-ai;;"EURO Mini Conference: ""From Multiple Criteria Decision Aid to Preference Learning"" (DA2PL'2016)";Preference learning,Machine learning,Artificial intelligence;LAMSADE
hal-01411151;COMM;Ordinal power relations and social rankings;Stefano Moretti,Meltem Oztürk;2016;0.info;;Sixth International Workshop on Computational Social Choice;;LAMSADE
hal-01386798;COMM;Recommending competent person in a digial ecosystem;Ning Wang,Marie-Hélène Abel,Jean-Paul Barthès,Elsa Negre;2016;0.info,1.info.info-si;;IEEE International Conference on Industrial Informatics and Computer Systems (CIICS 2016);;Heudiasyc,LAMSADE
hal-01512621;COUV;Large Spatial Competition;Matias Nunez,Marco Scarsini;2017;0.info,0.shs,1.shs.eco;;;;LAMSADE
hal-01715095;ART;Implementation Via Approval Mechanisms;Matias Nunez,Dimitrios Xefteris;2017;0.info;Journal of Economic Theory;;Nash Implementation,Strategy-proofness,Approval Voting,Single-Peakedness,Condorcet winner;LAMSADE,UCY
hal-01369835;COMM;SVVAMP: Simulator of Various Voting Algorithms in Manipulating Populations;François Durand,Fabien Mathieu,Ludovic Noirie;2016;0.info,1.info.info-gt,0.info,1.info.info-ma;;Thirtieth AAAI Conference on Artificial Intelligence (AAAI-16);;LAMSADE,LINCS
hal-01510889;ART;From Evidence-Based Policy-Making to Policy Analytics;Giada de Marchi,Giulia Lucertini,Alexis Tsoukiàs;2016;0.info,1.info.info-ro,0.shs,1.shs.scipo;Annals of Operations Research;;;LAMSADE
hal-01371003;COMM;Achieving Proportional Representation in Conference Programs;Ioannis Caragiannis,Laurent Gourvès,Jérôme Monnot;2016;0.info;;Twenty-Fifth International Joint Conference on Artificial Intelligence, IJCAI 2016;;CTI,LAMSADE
hal-01371072;COMM;How Hard Is It for a Party to Nominate an Election Winner?;Piotr Faliszewski,Laurent Gourvès,Jérôme Lang,Julien Lesca,Jérôme Monnot;2016;0.info;;Twenty-Fifth International Joint Conference on Artificial Intelligence, IJCAI 2016;;AGH-UST,LAMSADE
hal-01436255;ART;Sequential Halving Applied to Trees;Tristan Cazenave;2015;0.info;IEEE Transactions on Computational Intelligence and AI in games;;UCT,Monte Carlo Tree Search,Sequential Halving,Nogo,Sequential halving applied to trees SHOT;LAMSADE
hal-01994450;ART;On the Complexity of Connection Games;Edouard Bonnet,Florian Jamain,Abdallah Saffidine;2016;0.info,1.info.info-cc,0.info,1.info.info-ai;Theoretical Computer Science;;;LAMSADE
hal-01498923;COMM;Group Decision Making via Weighted Propositional Logic: Complexity and Islands of Tractability.;Greco Gianluigi,Jérôme Lang;2015;0.info;;24th International Joint Conference on Artificial Intelligence (IJCAI 2015);Knowledge representation,Social choice;LAMSADE
hal-02103421;COMM;Ceteris Paribus Majority for social ranking;Adrian Haret,Hossein Khani,Stefano Moretti,Meltem Ozturk;2018;0.info;;27th International Joint Conference on Artificial Intelligence (IJCAI-ECAI-18);;LAMSADE
hal-01593566;ART;A note on r-equitable k-colorings of trees;Alain Hertz,Bernard Ries;2016;0.info;Yugoslav Journal of Operations Research;;Trees,Equitable coloring,Independent sets;GERAD,LAMSADE
hal-02361306;COMM;Mining rare sequential patterns with ASP;Ahmed Samet,Thomas Guyet,Benjamin Negrevergne;2017;0.info;;27th International Conference on Inductive Logic Programming (ILP 2017);Rare patterns,Sequential patterns,Declarative pattern mining,Patient care pathways;LAMSADE
hal-02361200;COMM;The probabilistic k-center problem;Marc Demange,Marcel Adonis Haddad,Cécile Murat;2018;0.info;;GEO-SAFE workshop - Robust Solutions for Fire Fighting (RSFF'18);Wildfire management,K-centre problem,Probabilistic combinatorial optimisation;LAMSADE
hal-01432021;ART;Super-polynomial approximation branching algorithms;Bruno Escoffier,Vangelis Th. Paschos,Emeric Tourniaire;2016;0.info;RAIRO - Operations Research;;;LIP6,LAMSADE
hal-02361317;COMM;Distributed Nested Rollout Policy for Same Game;Benjamin Negrevergne,Tristan Cazenave;2017;0.info;;6th Workshop, CGW 2017, Held in Conjunction with the 26th International Conference on Artificial Intelligence, IJCAI 2017;Computer games,Artificial intelligence;LAMSADE
hal-02347851;ART;A note on selective line-graphs and partition colorings;Denis Cornaz,Fabio Furini,Enrico Malaguti,Alberto Santini;2019;0.info;Operations Research Letters;;Selective/partition coloring,Line graph,Stable set,Max-coloring;LAMSADE
hal-02093196;ART;A Complexity Approach for Core-Selecting Exchange under Conditionally Lexicographic Preferences;Etsushi Fujita,Julien Lesca,Akihisa Sonoda,Taiki Todo,Makoto Yokoo;2018;0.info,1.info.info-ma;Journal of Artificial Intelligence Research;;;LAMSADE
hal-01325794;ART;On the relations between ELECTRE TRI-B and ELECTRE TRI-C and on a new variant of ELECTRE TRI-B;Denis Bouyssou,Thierry Marchant;2015;0.info;European Journal of Operational Research;;;LAMSADE
hal-01179503;ART;Learning in Mean Field Games: the Fictitious Play;Pierre Cardaliaguet,Saeed Hadikhanloo;2017;0.math,1.math.math-oc;ESAIM: Control, Optimisation and Calculus of Variations;;;CEREMADE,LAMSADE
hal-02074061;COMM;A dimensionality Reduction Approach for Qualitative Preference Aggregation;Quentin Brabant,Miguel Couceiro,Fabien Labernia,Amedeo Napoli;05/07/2016;0.info,1.info.info-ai,0.info,1.info.info-ds;;International Symposium on Aggregation and Structures (ISAS 2016);;LORIA,LORIA,LAMSADE,LAMSADE
hal-02157871;COMM;Reverse Blending: an efficient answer to the challenge of obtaining required fertilizer variety;Latifa Benhamou,Frédéric Fontane,Vincent Giard,Bernard Grabot;2018;0.info;;ILS Conference 2018;Input creation,Fertilizer,Diversity,Reverse blending;LAMSADE
hal-02158158;COMM;The Communication Burden of Single TransferableVote\, in Practice;Manel Ayadi,Nahla Ben Amor,Jérôme Lang;2018;0.info;;7th International Workshop on Computational Social Choice (COMSOC 2018);Vote,STV;LARODEC,LAMSADE
hal-02286136;COMM;Genetic Programming over Spark for Higgs Boson Classification;Hmida Hmida,Sana Ben Hamida,Amel Borgi,Marta Rukoz;18/05/2019;0.info,1.info.info-ai;;22nd International Conference Business Information Systems;;LAMSADE,LIPAH
hal-02308172;ART;Mixing Dyadic and Deliberative Opinion Dynamics in an Agent-Based Model of Group Decision-Making;George Butler,Gabriella Pigozzi,Juliette Rouchier;2019;0.info;Complexity;;Decision-Making,Agent-Based Model;LAMSADE
hal-02310662;COMM;Extension of Some Edge Graph Problems: Standard and Parameterized Complexity;Katrin Casel,Henning Fernau,Mehdi Khosravian Ghadikolaei,Jérôme Monnot,Florian Sikora;2019;0.info;;22nd International Symposium, FCT 2019;Extension problems,Edge cover,Matching,Edge domination,NP-completeness,Parameterized complexity,Approximation;LAMSADE
hal-02301775;COMM;A Type System for Interactive JSON Schema Inference (Extended Abstract);Mohamed-Amine Baazizi,Dario Colazzo,Giorgio Ghelli,Carlo Sartiani;2019;0.info;;46th International Colloquium on Automata, Languages, and Programming (ICALP 2019);;LAMSADE,DiMIE
hal-02301809;COMM;Streaming saturation for large RDF graphs with dynamic schema information;Mohammad Amin Farvardin,Dario Colazzo,Khalid Belhajjame,Carlo Sartiani;2019;0.info;;17th ACM SIGPLAN International Symposium on Database Programming Languages (DBPL 2019);RDF saturation,RDF streams,Big Data,Spark;LAMSADE,DiMIE
hal-02301878;COMM;Schemas And Types For JSON Data;Mohamed-Amine Baazizi,Dario Colazzo,Giorgio Ghelli,Carlo Sartiani;2019;0.info;;Advances in Database Technology — EDBT 2019;;LAMSADE,DiMIE
hal-01482319;ART;Structural and algorithmic properties of 2-community structures;Cristina Bazgan,Janka Chlebikova,Thomas Pontoizeau;2017;0.info;Algorithmica;;;LAMSADE
hal-01099850;ART;On Subexponential and FPT-Time Inapproximability;Edouard Bonnet,Bruno Escoffier,Eunjung Kim,Vangelis Paschos;2015-03;0.info;Algorithmica;;;LAMSADE,LIP6
hal-02012467;ART;Three remarkable properties of the Normal distribution for sample variance;Eric Benhamou,Beatrice Guez,Nicolas Paris;2018;0.stat;Theoretical Mathematics & Applications;;;LAMSADE,CRIL
hal-01740137;COMM;Using Posters to Recommend Anime and Mangas in a Cold-Start Scenario;Jill-Jênn Vie,Florian Yger,Ryan Lahfa,Basile Clement,Kévin Cocchi,Thomas Chalumeau,Hisashi Kashima;2017;0.info;;MANPU 2017 held in conjunction with ICDAR 2017;Collaborative filtering,Humanities,Learning artificial intelligence,Least squares approximations,Recommender systems;AIP,LAMSADE
hal-01392850;COMM;Strategic voting in a social context: considerate equilibria;Laurent Gourvès,Julien Lesca,Anaelle Wilczynski;2016;0.info;;ECAI 2016 - 22nd European Conference on Artiﬁcial Intelligence;;LAMSADE
hal-01505546;ART;Blockers for the stability number and the chromatic number;Cristina Bazgan,Cédric Bentz,Christophe Picouleau,Bernard Ries;2015;0.info;Graphs and Combinatorics;;;LAMSADE,CEDRIC
hal-01505505;COMM;The Graph Motif Problem Parameterized by the Structure of the Input Graph;Edouard Bonnet,Florian Sikora;2015;0.info;;10th International Symposium on Parameterized and Exact Computation (IPEC 2015);;LAMSADE
hal-02301984;COMM;Argumentation-based Negotiation with Incomplete Opponent Profiles;Yannis Dimopoulos,Jean-Guy Mailly,Pavlos Moraitis;01/07/2019;0.info,1.info.info-ai;;13èmes Journées d’Intelligence Artificielle Fondamentale (JIAF 2019);;LAMSADE,LIPADE - EA 2517
hal-02309464;COMM;SQL for Stored and Inherited Relations;Witold Litwin;2019;0.info;;21st International Conference on Enterprise Information Systems (ICEIS 2019);SQL Databases,Information Systems,Non-procedural Data Definition and Manipulation,Logical Navigation;LAMSADE
hal-02308534;COMM;An opinion diﬀusion model with deliberation;George Butler,Gabriella Pigozzi,Juliette Rouchier;2019;0.info;;20th International Workshop on Multi-Agent-Based Simulation (MABS 2019);;LAMSADE
hal-01388539;COMM;Multiagent Fair Optimization with Lorenz Dominance;Lucie Galand,Thibaut Lust;2015;0.info;;International Conference on Autonomous Agents and Multiagent Systems (AAMAS 15);;LAMSADE,LIP6
hal-01326881;COMM;Parameterized Algorithms for Parity Games;Jakub Gajarsky,Michail Lampis,Kazuhisa Makino,Valia Mitsou,Sebastian Ordyniak;2015;0.info;;40th International Symposium, MFCS 2015;Parameterized complexity,Parity games;LAMSADE,RIMS
hal-01266499;COMM;A Recommender System from Semantic Traces Based on Bayes Classifier;Ning Wang,Marie-Hélène Abel,Jean-Paul Barthès,Elsa Negre;16/04/2015;0.info,1.info.info-si,0.info,1.info.info-ai;;The 2nd international conference on Knowledge Management, Information and Knowledge Systems (KMIKS);;Heudiasyc,LAMSADE
hal-01266493;COMM;Mining user competency from semantic trace;Ning Wang,Marie-Hélène Abel,Jean-Paul Barthès,Elsa Negre;2015;0.info,1.info.info-si;;Computer Supported Cooperative Work in Design (CSCWD),;;Heudiasyc,LAMSADE
hal-01616396;COMM;Numerical SQL Value Expressions Over Encrypted Cloud Databases;Sushil Jajodia,Witold Litwin,Thomas Schwarz;2015;0.info;;26th International Conference on Database and Expert Systems Applications (DEXA 2015);;LAMSADE
hal-02296502;ART;Externalities in Economies with Endogenous Sharing Rules;Philippe Bich,Rida Laraki;2017;0.info;Economic Theory Bulletin;;;CES,LAMSADE
hal-02296562;ART;Approachability of convex sets in generalized quitting games;Janos Flesh,Rida Laraki,Vianney Perchet;2018;0.info;Games and Economic Behavior;;;LAMSADE,CMLA
hal-01493516;COUV;Introduction to Computational Social Choice;Felix Brandt,Vincent Conitzer,Ulle Endriss,Jérôme Lang,Ariel D. Procaccia;2016;0.info;;;;LRR-TUM,ILLC,LAMSADE
hal-01443399;COUV;On the use of a multicriteria decision aiding tool for the evaluation of comfort;Meltem Ozturk Escoffier,Alexis Tsoukiàs,Sylvie Guerrand;2015;0.info,1.info.info-ro;;;MCDA,Coach comfort,Decision aiding,Evaluation;LAMSADE
hal-01277848;COMM;Mathematical models for real-world production planning problems with sequence-dependent set-up costs;Xueying Shen,Filipo Focacci,Fabio Furini,Virginie Gabrel,Daniel Godard;2015-02;0.info;;ROADEF 2015;Production planning,Set-up costs;LAMSADE
hal-02276437;COMM;To Alert or Not to Alert? That Is the Question;Maude Arru,Elsa Negre,Camille Rosenthal-Sabroux;2019;0.info,1.info.info-ro,0.info,1.info.info-ai;;52nd Hawaii International Conference on System Sciences (HICSS 52);;LAMSADE
hal-02170693;COMM;Uplift Modeling from Separate Labels;Ikko Yamane,Florian Yger,Jamal Atif,Masashi Sugiyama;2018;0.info;;32nd Conference on Neural Information Processing Systems (NeurIPS 2018);Uplift modeling;LAMSADE
hal-02172783;ART;Group activity selection problem with approval preferences;Andreas Darmann,Edith Elkind,Sascha Kurz,Jérôme Lang,Joachim Schauer,Gerhard Woeginger;2018;0.info;International Journal of Game Theory;;;LAMSADE
hal-02161128;COMM;Planification dans les jeux-vidéos : À quoi servent les coûts des actions ?,Planning in video games: What are actions costs used for?;Guillaume Prévost,Stéphane Cardon,Tristan Cazenave,Eric Jacopin;02/07/2019;0.info,1.info.info-mo,0.info,1.info.info-ai;;Rencontres des Jeunes Chercheurs en Intelligence Artificielle 2019;Jeux-vidéo,Coût des actions,Planification d’actions;LAMSADE,CREC
hal-02184878;COMM;Weighted Upper Edge Cover: Complexity and Approximability;Kaveh Khoshkhah,Mehdi Khosravian Ghadikolaei,Jérôme Monnot,Florian Sikora;2019;0.info;;13th International Conference, WALCOM 2019;Maximum minimal edge cover,Graph optimization problem,Computational complexity,Approximability;LAMSADE
hal-02184942;COMM;Extension of Vertex Cover and Independent Set in Some Classes of Graphs;Katrin Casel,Henning Fernau,Mehdi Khosravian Ghadikolaei,Jérôme Monnot,Florian Sikora;2019;0.info;;11th International Conference, CIAC 2019;Extension problems,Special graph classes,Approximation algorithms,NP-completeness;LAMSADE
hal-02184833;ART;Upper Domination: Towards a Dichotomy Through Boundary Properties;Hassan Aboueisha,Shahid Hussain,Vadim Lozin,Jérôme Monnot,Bernard Ries,Viktor Zamaraev;2018;0.info;Algorithmica;;Upper dominating set,Boundary class,Complexity dichotomy,NP-hard;WMI,LAMSADE
hal-01386789;COMM;An answerer recommender system exploiting collaboration in CQA services;Ning Wang,Marie-Helene Abel,Jean-Paul Barthès,Elsa Negre;2016;0.info,1.info.info-si;;IEEE International Conference on Computer Supported Cooperative Work in Design (CSCWD 2016);;Heudiasyc,LAMSADE
hal-02104866;COMM;Selfish Transportation Games;Dimitris Fotakis,Laurent Gourvès,Jérôme Monnot;2017;0.info;;43rd International Conference on Current Trends in Theory and Practice of Computer Science (SOFSEM 2017);Resource allocation game,Existence and computation of equilibria,Price of anarchy/stability;ICCS,LAMSADE
hal-02104830;ART;Subset sum problems with digraph constraints;Laurent Gourvès,Jérôme Monnot,Lydia Tlilane;2018;0.info;Journal of Combinatorial Optimization;;Subset sum,Maximal problems,Digraph constraints,Complexity,Directed acyclic graphs,Oriented trees,PTAS;LAMSADE
hal-01520392;COMM;Coalition Structure Generation and CS-core: Results on the Tractability Frontier for games represented by MC-nets;Julien Lesca,Patrice Perny,Makoto Yokoo;10/05/2017;0.info;;International Conference on Autonomous Agents and Multiagent Systems;;LAMSADE,LIP6
hal-01371075;COMM;Computing Pareto Optimal Committees;Haris Aziz,Jérôme Lang,Jérôme Monnot;2016;0.info;;Twenty-Fifth International Joint Conference on Artificial Intelligence, IJCAI 2016;Computational Social Choice,Voting,NP-hardness;LAMSADE
